Date,Close,Dividend,Cls_Div
2007-02-13,25000.0,0.0,26563.61
2007-02-14,25000.0,0.0,26563.61
2007-02-15,25000.0,0.0,26563.61
2007-02-18,20000.0,0.0,21563.61
2007-02-19,25000.0,0.0,26563.61
2007-02-20,25000.0,0.0,26563.61
2007-02-21,25000.0,0.0,26563.61
2007-02-22,25000.0,0.0,26563.61
2007-02-25,25000.0,0.0,26563.61
2007-02-27,23000.0,0.0,24563.61
2007-02-28,22000.0,0.0,23563.61
2007-03-04,25000.0,0.0,26563.61
2007-03-05,25000.0,0.0,26563.61
2007-03-06,25000.0,0.0,26563.61
2007-03-10,25000.0,0.0,26563.61
2007-03-11,25800.0,0.0,27363.61
2007-03-12,25000.01,0.0,26563.62
2007-03-13,25002.0,0.0,26565.61
2007-03-14,25030.0,0.0,26593.61
2007-03-15,25000.0,0.0,26563.61
2007-03-18,25100.0,0.0,26663.61
2007-03-19,25100.0,0.0,26663.61
2007-03-20,25100.0,0.0,26663.61
2007-03-24,25100.0,0.0,26663.61
2007-03-25,25100.0,0.0,26663.61
2007-03-26,25200.0,0.0,26763.61
2007-03-27,25100.0,0.0,26663.61
2007-03-28,25100.0,0.0,26663.61
2007-03-29,25200.0,0.0,26763.61
2007-04-01,25100.0,0.0,26663.61
2007-04-02,25100.0,0.0,26663.61
2007-04-03,25000.0,0.0,26563.61
2007-04-04,25100.0,0.0,26663.61
2007-04-05,25100.0,0.0,26663.61
2007-04-08,25100.0,0.0,26663.61
2007-04-09,25100.0,0.0,26663.61
2007-04-10,25000.0,0.0,26563.61
2007-04-11,25029.0,0.0,26592.61
2007-04-12,24000.0,0.0,25563.61
2007-04-15,24000.0,0.0,25563.61
2007-04-16,24000.0,0.0,25563.61
2007-04-17,23500.0,0.0,25063.61
2007-04-18,24000.0,0.0,25563.61
2007-04-19,24000.0,0.0,25563.61
2007-04-22,24000.0,0.0,25563.61
2007-04-23,24000.0,0.0,25563.61
2007-04-24,24000.0,0.0,25563.61
2007-04-25,25300.0,0.0,26863.61
2007-04-26,23000.0,0.0,24563.61
2007-04-29,23950.0,0.0,25513.61
2007-05-01,24000.0,0.0,25563.61
2007-05-02,24000.0,0.0,25563.61
2007-05-03,24000.0,0.0,25563.61
2007-05-06,23500.0,0.0,25063.61
2007-05-07,23500.0,0.0,25063.61
2007-05-09,23000.0,0.0,24563.61
2007-05-10,23500.0,0.0,25063.61
2007-05-13,23000.01,0.0,24563.62
2007-05-14,23000.0,0.0,24563.61
2007-05-15,23500.0,0.0,25063.61
2007-05-16,23500.0,0.0,25063.61
2007-05-20,24000.0,0.0,25563.61
2007-05-21,22800.0,0.0,24363.61
2007-05-22,23400.0,0.0,24963.61
2007-05-23,23600.0,0.0,25163.61
2007-05-24,23800.0,0.0,25363.61
2007-05-27,23900.0,0.0,25463.61
2007-05-28,23998.0,0.0,25561.61
2007-05-29,23089.0,0.0,24652.61
2007-05-30,23000.0,0.0,24563.61
2007-05-31,23500.0,0.0,25063.61
2007-06-04,23000.0,0.0,24563.61
2007-06-06,23212.0,0.0,24775.61
2007-06-07,23000.0,0.0,24563.61
2007-06-10,22000.0,0.0,23563.61
2007-06-11,22200.0,0.0,23763.61
2007-06-13,22500.0,0.0,24063.61
2007-06-14,22200.0,0.0,23763.61
2007-06-17,22000.0,0.0,23563.61
2007-06-18,21500.01,0.0,23063.62
2007-06-19,21000.01,0.0,22563.62
2007-06-20,20000.0,0.0,21563.61
2007-06-25,19500.0,0.0,21063.61
2007-06-26,20000.0,0.0,21563.61
2007-06-28,21000.0,0.0,22563.61
2007-07-02,20150.0,300.0,22013.61
2007-07-04,19500.01,0.0,21363.62
2007-07-08,19500.0,0.0,21363.61
2007-07-09,19999.0,0.0,21862.61
2007-07-10,19500.0,0.0,21363.61
2007-07-12,20000.0,0.0,21863.61
2007-07-15,20000.0,0.0,21863.61
2007-07-17,19500.01,0.0,21363.62
2007-07-18,20000.0,0.0,21863.61
2007-07-19,19500.01,0.0,21363.62
2007-07-22,19500.01,0.0,21363.62
2007-07-24,19977.0,0.0,21840.61
2007-07-25,19950.0,0.0,21813.61
2007-07-29,20000.0,0.0,21863.61
2007-07-31,19500.0,0.0,21363.61
2007-08-01,19500.01,0.0,21363.62
2007-08-02,19500.0,0.0,21363.61
2007-08-05,19500.0,0.0,21363.61
2007-08-06,19202.0,0.0,21065.61
2007-08-07,19200.0,0.0,21063.61
2007-08-08,19200.0,0.0,21063.61
2007-08-12,18500.0,0.0,20363.61
2007-08-15,18500.0,0.0,20363.61
2007-08-20,17100.0,0.0,18963.61
2007-08-26,16500.0,0.0,18363.61
2007-08-28,17000.0,0.0,18863.61
2007-09-04,16200.0,0.0,18063.61
2007-09-09,16501.0,0.0,18364.61
2007-09-10,16501.0,0.0,18364.61
2007-09-11,16501.0,0.0,18364.61
2007-09-16,16501.0,0.0,18364.61
2007-09-20,16501.0,0.0,18364.61
2007-09-23,17500.0,0.0,19363.61
2007-09-25,17200.0,0.0,19063.61
2007-09-27,17300.0,0.0,19163.61
2007-09-30,16499.0,0.0,18362.61
2007-10-03,15000.0,0.0,16863.61
2007-10-07,17999.0,0.0,19862.61
2007-10-08,18000.0,0.0,19863.61
2007-10-11,19999.0,0.0,21862.61
2007-10-14,18400.0,0.0,20263.61
2007-10-15,17900.0,0.0,19763.61
2007-10-22,17500.0,0.0,19363.61
2007-10-23,17500.0,0.0,19363.61
2007-10-29,16800.0,0.0,18663.61
2007-10-30,15500.0,0.0,17363.61
2007-10-31,15800.0,0.0,17663.61
2007-11-01,17249.0,0.0,19112.61
2007-11-04,15900.0,0.0,17763.61
2007-11-05,17500.0,0.0,19363.61
2007-11-06,20700.0,0.0,22563.61
2007-11-07,22080.0,0.0,23943.61
2007-11-08,23900.0,0.0,25763.61
2007-11-11,22500.0,0.0,24363.61
2007-11-12,22000.0,0.0,23863.61
2007-11-13,23500.0,0.0,25363.61
2007-11-14,23899.0,0.0,25762.61
2007-11-15,23600.0,0.0,25463.61
2007-11-18,23590.0,0.0,25453.61
2007-11-20,23400.0,0.0,25263.61
2007-11-21,24500.0,0.0,26363.61
2007-11-22,24500.0,0.0,26363.61
2007-11-25,23800.0,0.0,25663.61
2007-11-26,24100.0,0.0,25963.61
2007-11-27,22300.0,0.0,24163.61
2007-11-29,23800.0,0.0,25663.61
2007-12-03,22300.0,0.0,24163.61
2007-12-04,22500.0,0.0,24363.61
2007-12-05,22100.0,0.0,23963.61
2007-12-09,22000.0,0.0,23863.61
2007-12-10,22000.0,0.0,23863.61
2007-12-11,22000.0,0.0,23863.61
2007-12-12,23900.0,0.0,25763.61
2007-12-13,23490.0,0.0,25353.61
2007-12-20,22000.0,0.0,23863.61
2007-12-24,21000.0,0.0,22863.61
2007-12-25,22000.0,0.0,23863.61
2007-12-26,21000.0,0.0,22863.61
2007-12-27,21000.0,0.0,22863.61
2008-01-07,20000.0,244.79,22108.4
2008-01-09,20000.0,0.0,22108.4
2008-01-10,20000.0,0.0,22108.4
2008-01-14,21300.0,0.0,23408.4
2008-01-21,19400.0,0.0,21508.4
2008-01-23,18500.0,0.0,20608.4
2008-01-29,18000.0,0.0,20108.4
2008-01-30,18500.0,0.0,20608.4
2008-02-03,18300.0,0.0,20408.4
2008-02-04,18800.0,0.0,20908.4
2008-02-06,18800.0,0.0,20908.4
2008-02-07,18000.0,0.0,20108.4
2008-02-10,18300.0,0.0,20408.4
2008-02-11,18800.0,0.0,20908.4
2008-02-19,18500.0,0.0,20608.4
2008-02-24,18000.0,0.0,20108.4
2008-02-25,17000.0,0.0,19108.4
2008-02-28,17505.0,0.0,19613.4
2008-03-02,17500.0,0.0,19608.4
2008-03-03,17800.0,0.0,19908.4
2008-03-04,17000.0,0.0,19108.4
2008-03-05,17600.0,0.0,19708.4
2008-03-11,17900.0,0.0,20008.4
2008-03-13,18000.0,0.0,20108.4
2008-03-16,17593.0,0.0,19701.4
2008-03-18,17300.0,0.0,19408.4
2008-03-25,17000.01,0.0,19108.41
2008-03-27,17000.01,0.0,19108.41
2008-03-30,17699.0,0.0,19807.4
2008-03-31,17500.0,0.0,19608.4
2008-04-01,17000.01,0.0,19108.41
2008-04-02,17500.0,0.0,19608.4
2008-04-08,17000.0,0.0,19108.4
2008-04-13,17050.0,0.0,19158.4
2008-04-14,17050.0,0.0,19158.4
2008-04-16,17000.01,0.0,19108.41
2008-04-17,16200.01,0.0,18308.41
2008-04-23,16900.0,0.0,19008.4
2008-04-28,17000.0,0.0,19108.4
2008-04-29,16200.0,0.0,18308.4
2008-05-05,15000.01,300.0,17408.41
2008-05-07,15002.0,0.0,17410.4
2008-05-11,15001.01,0.0,17409.41
2008-05-12,19600.0,0.0,22008.4
2008-05-13,17360.0,0.0,19768.4
2008-05-15,17000.0,0.0,19408.4
2008-05-20,16000.0,0.0,18408.4
2008-05-21,16000.0,0.0,18408.4
2008-05-27,15750.0,0.0,18158.4
2008-05-28,17000.0,0.0,19408.4
2008-06-01,15901.0,0.0,18309.4
2008-06-02,16999.99,0.0,19408.390000000003
2008-06-04,17800.0,0.0,20208.4
2008-06-05,17820.0,0.0,20228.4
2008-06-08,18100.0,0.0,20508.4
2008-06-09,17800.0,0.0,20208.4
2008-06-10,17000.0,0.0,19408.4
2008-06-11,17800.0,0.0,20208.4
2008-06-12,17000.0,0.0,19408.4
2008-06-15,17000.0,0.0,19408.4
2008-06-16,17200.0,0.0,19608.4
2008-06-17,16000.0,0.0,18408.4
2008-06-18,16000.0,0.0,18408.4
2008-06-19,16000.0,0.0,18408.4
2008-06-24,16010.0,0.0,18418.4
2008-06-25,16003.0,0.0,18411.4
2008-06-26,16000.0,0.0,18408.4
2008-06-30,16000.0,0.0,18408.4
2008-07-03,16000.0,0.0,18408.4
2008-07-15,15000.0,0.0,17408.4
2008-07-17,15100.0,0.0,17508.4
2008-07-20,14700.0,0.0,17108.4
2008-07-21,15000.0,0.0,17408.4
2008-07-22,15000.0,0.0,17408.4
2008-07-23,15000.0,0.0,17408.4
2008-07-24,15700.0,0.0,18108.4
2008-07-29,15000.0,0.0,17408.4
2008-07-30,15050.0,0.0,17458.4
2008-07-31,15020.0,0.0,17428.4
2008-08-04,14700.0,0.0,17108.4
2008-08-05,15000.0,0.0,17408.4
2008-08-07,14400.0,0.0,16808.4
2008-08-11,14400.0,0.0,16808.4
2008-08-12,14000.0,0.0,16408.4
2008-08-17,14500.0,0.0,16908.4
2008-08-18,15399.99,0.0,17808.39
2008-08-19,14501.0,0.0,16909.4
2008-08-20,14400.0,0.0,16808.4
2008-08-21,14400.0,0.0,16808.4
2008-08-25,14400.0,0.0,16808.4
2008-08-26,14400.0,0.0,16808.4
2008-08-27,14400.0,0.0,16808.4
2008-08-28,14000.0,0.0,16408.4
2008-09-01,13500.0,0.0,15908.4
2008-09-03,13900.0,0.0,16308.4
2008-09-07,13300.0,0.0,15708.4
2008-09-09,13150.0,0.0,15558.4
2008-09-10,12090.91,0.0,14499.31
2008-09-11,12272.73,0.0,14681.13
2008-09-14,12272.73,0.0,14681.13
2008-09-17,12272.73,0.0,14681.13
2008-09-18,12000.0,0.0,14408.4
2008-09-21,12500.0,0.0,14908.4
2008-09-22,12600.0,0.0,15008.4
2008-09-23,12500.0,0.0,14908.4
2008-09-25,12500.0,0.0,14908.4
2008-09-28,12500.0,0.0,14908.4
2008-09-29,12000.0,0.0,14408.4
2008-09-30,11818.0,0.0,14226.4
2008-10-01,11900.0,0.0,14308.4
2008-10-02,11818.0,0.0,14226.4
2008-10-05,10090.91,0.0,12499.31
2008-10-06,8700.0,0.0,11108.4
2008-10-07,8200.0,0.0,10608.4
2008-10-08,7600.0,0.0,10008.4
2008-10-09,6850.0,0.0,9258.4
2008-10-12,5200.0,0.0,7608.4
2008-10-13,5700.0,0.0,8108.4
2008-10-14,5501.0,0.0,7909.4
2008-10-19,5000.0,0.0,7408.4
2008-10-20,5100.0,0.0,7508.4
2008-10-21,5000.0,0.0,7408.4
2008-10-22,4600.0,0.0,7008.4
2008-10-23,4700.0,0.0,7108.4
2008-10-28,4999.0,0.0,7407.4
2008-10-29,5280.0,0.0,7688.4
2008-11-04,7370.0,0.0,9778.4
2008-11-05,6273.0,0.0,8681.4
2008-11-06,6200.0,0.0,8608.4
2008-11-09,6200.0,0.0,8608.4
2008-11-10,5900.0,0.0,8308.4
2008-11-11,5940.0,0.0,8348.4
2008-11-12,5800.0,0.0,8208.4
2008-11-13,5940.0,0.0,8348.4
2008-11-17,6050.0,0.0,8458.4
2008-11-18,6049.0,0.0,8457.4
2008-11-20,5940.0,0.0,8348.4
2008-11-23,5750.0,0.0,8158.4
2008-11-25,5995.0,0.0,8403.4
2008-11-26,6000.0,0.0,8408.4
2008-12-03,5500.01,0.0,7908.41
2008-12-08,5700.0,0.0,8108.4
2008-12-11,6050.0,0.0,8458.4
2008-12-22,6000.0,0.0,8408.4
2008-12-25,5900.0,0.0,8308.4
2008-12-28,5600.0,0.0,8008.4
2008-12-29,5699.99,0.0,8108.389999999999
2008-12-30,6000.0,0.0,8408.4
2009-01-04,5500.0,0.0,7908.4
2009-01-12,5500.0,0.0,7908.4
2009-01-13,5499.0,0.0,7907.4
2009-01-14,5100.0,0.0,7508.4
2009-01-15,5000.0,0.0,7408.4
2009-01-18,5003.0,0.0,7411.4
2009-01-21,4200.0,0.0,6608.4
2009-01-27,4615.0,0.0,7023.4
2009-01-29,6450.0,0.0,8858.4
2009-02-01,3600.0,0.0,6008.4
2009-02-02,2920.0,0.0,5328.4
2009-02-03,3244.99,0.0,5653.389999999999
2009-02-05,3025.0,0.0,5433.4
2009-02-08,3025.0,0.0,5433.4
2009-02-09,3024.0,0.0,5432.4
2009-02-10,3025.0,0.0,5433.4
2009-02-11,3025.0,0.0,5433.4
2009-02-12,2750.0,0.0,5158.4
2009-02-15,1880.5,0.0,4288.9
2009-02-16,2700.0,0.0,5108.4
2009-02-17,2749.0,0.0,5157.4
2009-02-18,2500.0,0.0,4908.4
2009-02-19,2500.0,0.0,4908.4
2009-02-22,2500.0,0.0,4908.4
2009-02-23,2500.0,0.0,4908.4
2009-02-24,2750.0,0.0,5158.4
2009-03-01,2750.0,0.0,5158.4
2009-03-03,2750.0,300.0,5458.4
2009-03-05,2805.0,0.0,5513.4
2009-03-17,2700.01,0.0,5408.41
2009-03-18,2860.0,0.0,5568.4
2009-03-19,2900.0,0.0,5608.4
2009-03-24,2999.7,0.0,5708.1
2009-03-29,3025.0,0.0,5733.4
2009-03-30,3300.0,0.0,6008.4
2009-03-31,3850.0,0.0,6558.4
2009-04-01,4550.0,0.0,7258.4
2009-04-02,4550.0,0.0,7258.4
2009-04-05,4550.0,0.0,7258.4
2009-04-06,4800.0,0.0,7508.4
2009-04-07,4550.0,0.0,7258.4
2009-04-08,5500.0,0.0,8208.4
2009-04-09,6000.0,0.0,8708.4
2009-04-12,5500.0,0.0,8208.4
2009-04-13,5970.0,0.0,8678.4
2009-04-14,5500.0,0.0,8208.4
2009-04-15,5707.7,0.0,8416.1
2009-04-16,6160.0,0.0,8868.4
2009-04-19,6000.0,0.0,8708.4
2009-04-20,6000.0,0.0,8708.4
2009-04-21,6000.0,0.0,8708.4
2009-04-22,6102.0,0.0,8810.4
2009-04-23,6389.0,0.0,9097.4
2009-04-26,6389.0,0.0,9097.4
2009-04-27,6200.0,0.0,8908.4
2009-04-28,6200.0,0.0,8908.4
2009-05-03,6450.0,0.0,9158.4
2009-05-04,6200.0,0.0,8908.4
2009-05-05,6200.0,0.0,8908.4
2009-05-06,6200.0,0.0,8908.4
2009-05-07,6200.0,0.0,8908.4
2009-05-11,6200.0,0.0,8908.4
2009-05-14,6400.0,0.0,9108.4
2009-05-17,6000.0,0.0,8708.4
2009-05-18,6200.0,0.0,8908.4
2009-05-19,6499.0,0.0,9207.4
2009-05-25,6200.0,0.0,8908.4
2009-05-26,6200.0,0.0,8908.4
2009-05-27,6200.01,0.0,8908.41
2009-05-28,6200.0,0.0,8908.4
2009-05-31,6600.0,0.0,9308.4
2009-06-03,6200.0,0.0,8908.4
2009-06-04,6200.0,0.0,8908.4
2009-06-07,6200.0,0.0,8908.4
2009-06-15,6200.0,0.0,8908.4
2009-06-16,6200.0,0.0,8908.4
2009-06-22,6189.0,0.0,8897.4
2009-06-23,6198.0,0.0,8906.4
2009-06-24,6200.0,0.0,8908.4
2009-06-25,6200.0,0.0,8908.4
2009-06-28,6200.0,0.0,8908.4
2009-06-30,6250.0,0.0,8958.4
2009-07-06,6200.01,0.0,8908.41
2009-07-08,6650.0,0.0,9358.4
2009-07-13,6200.0,0.0,8908.4
2009-07-14,6200.0,0.0,8908.4
2009-07-16,6200.0,0.0,8908.4
2009-07-19,6200.0,0.0,8908.4
2009-07-27,6200.0,0.0,8908.4
2009-08-03,6200.0,0.0,8908.4
2009-08-19,6600.0,0.0,9308.4
2009-08-20,6600.0,0.0,9308.4
2009-08-23,6820.0,0.0,9528.4
2009-08-25,7140.0,0.0,9848.4
2009-08-26,7315.0,0.0,10023.4
2009-08-27,7315.0,0.0,10023.4
2009-08-31,7350.0,0.0,10058.4
2009-09-07,7000.0,0.0,9708.4
2009-09-15,7200.0,0.0,9908.4
2009-09-21,7350.0,0.0,10058.4
2009-09-23,7425.0,0.0,10133.4
2009-09-24,6920.0,0.0,9628.4
2009-09-27,6900.0,0.0,9608.4
2009-09-29,7050.0,0.0,9758.4
2009-09-30,6750.0,0.0,9458.4
2009-10-05,7150.0,0.0,9858.4
2009-10-07,7535.0,0.0,10243.4
2009-10-08,7800.0,0.0,10508.4
2009-10-11,8030.0,0.0,10738.4
2009-10-12,7600.0,0.0,10308.4
2009-10-13,7740.0,0.0,10448.4
2009-10-14,7800.0,0.0,10508.4
2009-10-18,8000.0,0.0,10708.4
2009-10-19,8000.0,0.0,10708.4
2009-10-20,8800.0,0.0,11508.4
2009-10-21,9500.0,0.0,12208.4
2009-10-22,9800.03,0.0,12508.43
2009-10-25,9750.0,0.0,12458.4
2009-10-26,9401.0,0.0,12109.4
2009-10-27,9400.0,0.0,12108.4
2009-10-28,8800.0,0.0,11508.4
2009-10-29,9050.01,0.0,11758.41
2009-11-01,9000.0,0.0,11708.4
2009-11-02,8500.0,0.0,11208.4
2009-11-03,8500.0,0.0,11208.4
2009-11-05,8750.0,0.0,11458.4
2009-11-08,8606.0,0.0,11314.4
2009-11-09,8750.0,0.0,11458.4
2009-11-10,9000.0,0.0,11708.4
2009-11-12,8000.0,0.0,10708.4
2009-11-16,8500.01,0.0,11208.41
2009-11-17,8500.01,0.0,11208.41
2009-11-18,8600.0,0.0,11308.4
2009-11-19,8600.0,0.0,11308.4
2009-11-22,8551.0,0.0,11259.4
2009-11-24,8500.0,0.0,11208.4
2009-11-25,8500.0,0.0,11208.4
2009-11-29,8500.0,0.0,11208.4
2009-11-30,8500.0,0.0,11208.4
2009-12-01,8500.0,0.0,11208.4
2009-12-02,8500.0,0.0,11208.4
2009-12-03,8501.0,0.0,11209.4
2009-12-06,8500.0,0.0,11208.4
2009-12-07,8501.0,0.0,11209.4
2009-12-08,8500.0,0.0,11208.4
2009-12-09,8750.0,0.0,11458.4
2009-12-10,8500.0,0.0,11208.4
2009-12-13,8501.0,0.0,11209.4
2009-12-14,8501.0,0.0,11209.4
2009-12-21,8500.0,0.0,11208.4
2009-12-23,8100.0,0.0,10808.4
2009-12-28,8100.0,0.0,10808.4
2009-12-29,8000.0,0.0,10708.4
2009-12-30,8000.0,0.0,10708.4
2010-01-10,8001.0,122.09,10831.49
2010-01-11,8001.01,0.0,10831.5
2010-01-13,8500.0,0.0,11330.49
2010-01-14,8800.0,0.0,11630.49
2010-01-17,8790.0,0.0,11620.49
2010-01-18,8910.0,0.0,11740.49
2010-01-20,8600.0,0.0,11430.49
2010-01-24,8000.01,0.0,10830.5
2010-01-25,8200.0,0.0,11030.49
2010-01-26,8200.0,0.0,11030.49
2010-01-27,8061.0,0.0,10891.49
2010-01-28,8325.0,0.0,11155.49
2010-02-02,8430.0,0.0,11260.49
2010-02-03,8350.0,0.0,11180.49
2010-02-04,8004.01,0.0,10834.5
2010-02-08,8005.0,0.0,10835.49
2010-02-10,8100.0,0.0,10930.49
2010-02-11,8000.0,0.0,10830.49
2010-02-14,8150.0,0.0,10980.49
2010-02-17,8200.0,0.0,11030.49
2010-02-18,8000.0,300.0,11130.49
2010-02-21,8000.01,0.0,11130.5
2010-02-22,8100.0,0.0,11230.49
2010-02-23,8195.0,0.0,11325.49
2010-02-24,8000.0,0.0,11130.49
2010-02-25,8000.0,0.0,11130.49
2010-02-28,8000.0,0.0,11130.49
2010-03-01,8000.0,0.0,11130.49
2010-03-02,8150.0,0.0,11280.49
2010-03-04,8150.0,0.0,11280.49
2010-03-08,8050.0,0.0,11180.49
2010-03-09,8010.0,0.0,11140.49
2010-03-11,8020.0,0.0,11150.49
2010-03-14,8020.0,0.0,11150.49
2010-03-15,8020.0,0.0,11150.49
2010-03-16,8008.0,0.0,11138.49
2010-03-17,8070.0,0.0,11200.49
2010-03-18,8000.1,0.0,11130.59
2010-03-24,8001.0,0.0,11131.49
2010-03-25,8000.0,0.0,11130.49
2010-03-28,7900.0,0.0,11030.49
2010-03-29,7902.0,0.0,11032.49
2010-03-30,7830.0,0.0,10960.49
2010-04-01,7801.0,0.0,10931.49
2010-04-04,7810.0,0.0,10940.49
2010-04-05,7800.01,0.0,10930.5
2010-04-06,7800.0,0.0,10930.49
2010-04-07,7800.01,0.0,10930.5
2010-04-08,7800.0,0.0,10930.49
2010-04-12,7800.0,0.0,10930.49
2010-04-13,7800.0,0.0,10930.49
2010-04-14,7750.0,0.0,10880.49
2010-04-15,7750.0,0.0,10880.49
2010-04-18,7800.0,0.0,10930.49
2010-04-19,7750.0,0.0,10880.49
2010-04-20,7701.0,0.0,10831.49
2010-04-21,7710.0,0.0,10840.49
2010-04-22,7700.0,0.0,10830.49
2010-04-25,7700.01,0.0,10830.5
2010-04-26,7700.0,0.0,10830.49
2010-04-27,7650.0,0.0,10780.49
2010-04-28,7100.0,0.0,10230.49
2010-04-29,6600.0,0.0,9730.49
2010-05-03,6600.0,0.0,9730.49
2010-05-05,6600.0,0.0,9730.49
2010-05-06,6100.0,0.0,9230.49
2010-05-11,6000.0,0.0,9130.49
2010-05-12,6201.0,0.0,9331.49
2010-05-13,6600.0,0.0,9730.49
2010-05-18,6600.0,0.0,9730.49
2010-05-19,6001.0,0.0,9131.49
2010-05-23,6100.0,0.0,9230.49
2010-05-24,6000.0,0.0,9130.49
2010-05-25,6001.0,0.0,9131.49
2010-05-30,6599.0,0.0,9729.49
2010-06-02,6599.0,0.0,9729.49
2010-06-08,6000.0,0.0,9130.49
2010-06-09,6600.0,0.0,9730.49
2010-06-13,6599.99,0.0,9730.48
2010-06-14,6599.0,0.0,9729.49
2010-06-15,6201.01,0.0,9331.5
2010-06-20,6001.0,0.0,9131.49
2010-06-22,6600.0,0.0,9730.49
2010-06-28,6930.0,0.0,10060.49
2010-07-08,6930.0,0.0,10060.49
2010-07-11,6400.0,0.0,9530.49
2010-07-14,7040.0,0.0,10170.49
2010-07-20,7250.0,0.0,10380.49
